
      Sorbonne University
      Washington University in Saint Louis
      University of Texas at Austin


           ###    ##    ##    ###
          #       # #  # #    #  ##
         #        #  ##  #    #    #
          ###     #      #    #    #
            #     #      #    #    #
           #      #      #    #  ##
        ###       #      #    ###


      ######################################
      #                                    #
      # TINKER-HP SMD MODULE : VERSION 1.2 #
      #                                    #
      ######################################



   *************** WARNING ISSUES ***************
   No WARNING was observed
   => all parameters seem to be good :D

     ^  ^
      --
     (^^)\________
     (__)\        )\/\...SMD
         ||-----w |
         ||      ||

   **********************************************


   ********************************************
   ********** Initial SMD parameters **********
   ********************************************


   Type of SMD used : Constant force SMD

   Integrator used : BAOABRESPA1

   Frequency for the printing :        100
   SMDFor =  5.000 kcal/mol.A^2

   ************* COM AND DIRECTION VECTOR DEFINITION *************
   Number of SMD atoms considered : 
   Atoms ID :   2604
   Atoms ID :   2605
   Atoms ID :   2606
   Atoms ID :   2607
   Atoms ID :   2608
   Atoms ID :   2609
   Atoms ID :   2610
   Atoms ID :   2611
   Atoms ID :   2612
   Atoms ID :   2613
   Atoms ID :   2614
   Atoms ID :   2615
   Initial direction vector read for the SMD : 
       -4.834   5.513  -2.323
   ***************************************************************

   ********** NORMALISATION OF THE SMD VECTOR **********
   Normalization of the motion directory vector done, factor =  0.361
   Normalized motion directory vector: 
       -0.628   0.717  -0.302
   *****************************************************

SMDinfo   Step         xCOM      yCOM      zCOM
SMD       436.00000   -8.7421    6.2119    1.0170
SMD       437.00000   -8.4781    6.3123    1.1033
SMD       438.00000   -8.9825    6.0402    1.0528
SMD       439.00000   -8.6564    5.9157    1.4701
SMD       440.00000   -8.5629    5.9207    0.3130
SMD       441.00000   -8.7398    5.8622    1.5702
SMD       442.00000   -8.6104    6.4209    0.8105
SMD       443.00000   -9.0970    6.3820    1.0830
SMD       444.00000   -9.2242    6.8017    1.1116
SMD       445.00000   -8.5539    6.0509    1.0213
SMD       446.00000   -9.3426    6.3971    1.4218
SMD       447.00000   -9.0825    6.3607    0.8947
SMD       448.00000   -9.1835    6.4550    0.5951
SMD       449.00000   -8.5188    6.3192    1.2895
SMD       450.00000   -8.7458    6.1454    0.8847
SMD       451.00000   -8.4544    5.8146    0.9887
SMD       452.00000   -9.3385    6.1033    0.7864
SMD       453.00000   -8.4114    6.5775    0.9712
SMD       454.00000   -8.2604    5.9798    0.9640
SMD       455.00000   -8.7110    6.2860    1.0246
SMD       456.00000   -8.9014    6.7948    0.7788
SMD       457.00000   -8.6673    6.0774    1.4257
SMD       458.00000   -8.8168    6.4943    0.6944
SMD       459.00000   -8.5812    6.1187    0.9622
SMD       460.00000   -8.4775    5.9945    1.0235
SMD       461.00000   -8.5794    6.3734    1.2838
SMD       462.00000   -8.0009    6.0100    1.0635
SMD       463.00000   -8.3765    6.2459    1.1944
SMD       464.00000   -8.0547    5.8534    0.9301
SMD       465.00000   -8.7112    6.4920    1.1495
SMD       466.00000   -9.5148    6.6654    1.5139
SMD       467.00000   -8.7757    6.4217    1.0278
SMD       468.00000   -8.7173    6.0331    0.8269
SMD       469.00000   -8.9964    6.2158    0.5114
SMD       470.00000   -8.8871    6.5051    1.6279
SMD       471.00000   -8.8714    6.3186    0.9364
SMD       472.00000   -8.8554    6.4275    0.5712
SMD       473.00000   -8.8914    6.5071    1.2890
SMD       474.00000   -9.0727    5.7948    0.5136
SMD       475.00000   -8.8257    6.0670    1.3989
SMD       476.00000   -9.1020    6.2241    1.0084
SMD       477.00000   -8.6728    5.8460    1.1644
SMD       478.00000   -8.1183    6.0663    1.3161
SMD       479.00000   -8.6773    6.0478    1.2061
SMD       480.00000   -7.8774    6.4284    0.4857
SMD       481.00000   -8.0188    6.3226    0.6476
SMD       482.00000   -8.2071    6.4708    0.7388
SMD       483.00000   -7.9922    5.9735    0.6122
SMD       484.00000   -8.7899    6.1005    0.2685
SMD       485.00000   -8.7337    6.1893    0.5157
SMD       486.00000   -8.5944    6.4117    1.1502
SMD       487.00000   -8.4355    6.1587    0.8894
SMD       488.00000   -8.3919    6.0626    1.0542
SMD       489.00000   -8.5162    6.1507    1.1359
SMD       490.00000   -8.3368    5.5856    0.9978
SMD       491.00000   -8.0848    6.1817    0.8569
SMD       492.00000   -8.8166    5.8699    0.9613
SMD       493.00000   -8.4477    6.3006    0.9895
SMD       494.00000   -8.2027    6.3856    1.2044
SMD       495.00000   -7.8578    6.1468    1.4878
SMD       496.00000   -8.4235    6.1555    0.9409
SMD       497.00000   -8.4062    6.2852    0.8498
SMD       498.00000   -7.9689    6.2750    1.2309
SMD       499.00000   -8.0488    6.6343    0.8807
SMD       500.00000   -8.0821    6.4232    1.9294
SMD       501.00000   -7.7152    6.6977    1.7422
SMD       502.00000   -7.9798    6.2468    1.5018
SMD       503.00000   -7.6839    6.3675    1.1178
SMD       504.00000   -8.0157    6.1594    1.4196
SMD       505.00000   -7.9344    6.4511    1.6871
SMD       506.00000   -7.9922    6.3672    1.1712
SMD       507.00000   -8.2493    6.0305    0.7672
SMD       508.00000   -7.7359    5.5211    0.4537
SMD       509.00000   -8.2622    5.8267    0.7159
SMD       510.00000   -7.9121    6.2493    1.2942
SMD       511.00000   -7.9490    6.1232    1.0746
SMD       512.00000   -7.8012    6.1742    0.7126
SMD       513.00000   -8.3708    6.4396    1.4835
SMD       514.00000   -8.2120    6.2988    1.5509
SMD       515.00000   -8.4745    6.0474    0.8877
SMD       516.00000   -8.2952    6.1152    0.5931
SMD       517.00000   -8.7304    6.0661    0.4439
SMD       518.00000   -8.0360    5.6413    0.7565
SMD       519.00000   -8.3677    5.7666    1.4893
SMD       520.00000   -8.4753    5.7210    1.0945
SMD       521.00000   -8.5895    5.4251    0.8330
SMD       522.00000   -8.6562    5.8107    1.2617
SMD       523.00000   -8.6964    5.7997    0.8979
SMD       524.00000   -8.8233    5.8380    1.0871
SMD       525.00000   -8.5716    6.0973    1.0811
SMD       526.00000   -8.0581    5.7814    1.2330
SMD       527.00000   -8.2258    6.3960    1.6983
SMD       528.00000   -8.1347    5.7889    0.9362
SMD       529.00000   -8.0029    6.1355    0.7515
SMD       530.00000   -8.4319    5.9626    0.6252
SMD       531.00000   -8.4263    6.0485    0.7377
SMD       532.00000   -7.9676    5.8044    1.3055
SMD       533.00000   -8.6527    5.9591    1.0075
SMD       534.00000   -8.2393    6.2672    1.0753
SMD       535.00000   -8.5742    6.0389    1.4206
SMD       536.00000   -8.3312    5.8737    0.9282
SMD       537.00000   -8.3751    5.9023    0.6071
SMD       538.00000   -8.3247    5.7625    1.1383
SMD       539.00000   -8.5311    5.4903    0.5699
SMD       540.00000   -8.2867    5.9445    0.9496
SMD       541.00000   -7.6140    5.8395    0.2854
SMD       542.00000   -8.2268    5.2677    0.2686
SMD       543.00000   -8.5865    5.6210    0.3197
SMD       544.00000   -8.2386    5.4989    0.5384
SMD       545.00000   -8.0916    5.3730    0.4930
SMD       546.00000   -7.7745    5.6891    0.4873
SMD       547.00000   -7.5940    6.3110    1.2469
SMD       548.00000   -7.6744    5.5510    0.8924
SMD       549.00000   -7.6762    5.3563    0.6293
SMD       550.00000   -7.9635    5.2336    0.2684
SMD       551.00000   -7.5941    5.4270    0.7876
SMD       552.00000   -8.0323    5.5821    0.8495
SMD       553.00000   -7.7787    4.9253    0.7427
SMD       554.00000   -8.0564    5.5080    0.9662
SMD       555.00000   -8.0882    5.0977    0.9610
SMD       556.00000   -8.1728    5.3978    1.1668
SMD       557.00000   -8.2051    5.4161    0.8209
SMD       558.00000   -8.6098    5.3181    1.1640
SMD       559.00000   -8.2191    5.3173    0.9554
SMD       560.00000   -8.2647    5.3422    1.0247
SMD       561.00000   -8.5643    5.8143    0.3106
SMD       562.00000   -8.9340    5.4165    0.9250
SMD       563.00000   -8.4676    5.9265    1.3396
SMD       564.00000   -8.1948    5.2479    0.7694
SMD       565.00000   -8.1403    4.9431    0.8065
SMD       566.00000   -8.7125    5.4108    0.8089
SMD       567.00000   -8.3153    5.7143    1.2395
SMD       568.00000   -8.4468    5.0717    0.6317
SMD       569.00000   -8.8052    5.8989    1.2570
SMD       570.00000   -8.9230    5.5138    1.0871
SMD       571.00000   -9.1814    5.6604    0.8095
SMD       572.00000   -8.7115    5.5434    0.4371
SMD       573.00000   -8.6768    5.6148    0.7326
SMD       574.00000   -9.1303    5.1311    0.8328
SMD       575.00000   -8.7683    5.6511    0.5542
SMD       576.00000   -8.5016    5.2191    0.8907
SMD       577.00000   -8.5674    5.4670    1.3121
SMD       578.00000   -8.7120    5.3483    0.6903
SMD       579.00000   -8.8557    6.0601    1.0562
SMD       580.00000   -8.6924    5.1681    0.4172
SMD       581.00000   -7.8468    5.7534    0.8466
SMD       582.00000   -7.8821    5.5011    0.9223
SMD       583.00000   -8.1939    5.5368    0.5590
SMD       584.00000   -8.4867    5.4693    0.5308
SMD       585.00000   -8.5283    5.6937    0.5034
SMD       586.00000   -8.5982    5.4444    0.6446
SMD       587.00000   -7.9340    5.0013   -0.0937
SMD       588.00000   -8.7319    5.2132    0.4523
SMD       589.00000   -8.7452    5.3044    0.6489
SMD       590.00000   -8.7615    5.1694    0.7268
SMD       591.00000   -8.7047    5.6336    0.3363
SMD       592.00000   -8.0021    5.4107    0.5471
SMD       593.00000   -8.3951    5.5391    0.4891
SMD       594.00000   -8.4200    5.4865    0.5784
SMD       595.00000   -8.4080    5.3127    0.0660
SMD       596.00000   -8.1975    5.9364    0.5642
SMD       597.00000   -8.2721    5.8999    0.6804
SMD       598.00000   -8.4757    5.9936    0.3313
SMD       599.00000   -8.5569    5.5384   -0.0119
SMD       600.00000   -8.5768    5.8647    0.3088
SMD       601.00000   -8.3808    6.1015    0.5280
SMD       602.00000   -7.9402    5.4492    0.3951
SMD       603.00000   -8.9205    6.0105    0.8062
SMD       604.00000   -9.0922    5.9349    0.2609
SMD       605.00000   -8.9387    5.1308   -0.0615
SMD       606.00000   -8.4288    5.4976   -0.3309
SMD       607.00000   -8.7514    5.5671    0.1187
SMD       608.00000   -8.2296    5.2599   -0.1983
SMD       609.00000   -8.2206    5.6246    0.2028
SMD       610.00000   -8.2162    6.0572    1.3263
SMD       611.00000   -8.6242    5.6752    1.1575
SMD       612.00000   -8.3737    6.2561    1.3981
SMD       613.00000   -8.3600    6.1782    1.0431
SMD       614.00000   -8.3298    5.8168    1.1072
SMD       615.00000   -8.7486    5.9793    0.8146
SMD       616.00000   -9.1923    5.9999    1.1662
SMD       617.00000   -8.5503    5.7743    0.8922
SMD       618.00000   -8.4799    6.3077    0.9398
SMD       619.00000   -9.0875    6.1633    0.9210
SMD       620.00000   -9.0229    6.3982    0.7001
SMD       621.00000   -8.7677    6.3269    0.5530
SMD       622.00000   -8.6286    6.3970    0.0732
SMD       623.00000   -8.0194    6.1420    0.3349
SMD       624.00000   -7.8334    6.1737    1.2410
SMD       625.00000   -8.4339    5.7982    0.9175
SMD       626.00000   -7.9933    6.2213    1.2165
SMD       627.00000   -8.1628    6.0051    0.6444
SMD       628.00000   -7.6611    6.1629    1.0150
SMD       629.00000   -7.9075    6.2160    0.3636
SMD       630.00000   -7.7873    6.0676    1.0584
SMD       631.00000   -8.0117    6.4420    1.3022
SMD       632.00000   -7.8351    6.1257    1.4698
SMD       633.00000   -8.1365    6.6116    1.1160
SMD       634.00000   -8.1713    6.6828    1.4582
SMD       635.00000   -7.9679    6.3270    1.2655
SMD       636.00000   -7.6472    5.8884    1.5373
SMD       637.00000   -8.2838    6.3013    1.1841
SMD       638.00000   -7.7031    6.2784    0.8233
SMD       639.00000   -8.4477    6.5047    0.8994
SMD       640.00000   -8.1591    6.4599    0.8036
SMD       641.00000   -8.2596    6.3667    1.0238
SMD       642.00000   -8.3241    6.1754    0.7773
SMD       643.00000   -8.3841    6.0610    0.4468
SMD       644.00000   -8.4524    6.2456    0.9205
SMD       645.00000   -8.3161    6.1551    0.4315
SMD       646.00000   -8.3777    5.8439    0.2372
SMD       647.00000   -7.5259    6.0045    0.7333
SMD       648.00000   -8.6848    5.5428    0.8844
SMD       649.00000   -8.1847    6.0871    1.0306
SMD       650.00000   -7.5110    5.7066    0.4117
SMD       651.00000   -8.5460    5.9683    0.6308
SMD       652.00000   -8.1244    5.8768    0.4016
SMD       653.00000   -8.1844    6.1306    0.9039
SMD       654.00000   -8.2319    6.5864    0.4092
SMD       655.00000   -8.4864    6.5658    0.6982
SMD       656.00000   -8.2919    6.2580    0.9588
SMD       657.00000   -7.8994    6.0837    0.4159
SMD       658.00000   -8.1398    6.1120    0.5675
SMD       659.00000   -8.2905    6.1452    0.9433
SMD       660.00000   -8.0251    6.1645    0.5333
SMD       661.00000   -8.1671    5.7730    0.3715
SMD       662.00000   -8.5672    6.0332    0.8021
SMD       663.00000   -8.4566    6.0382    0.3688
SMD       664.00000   -8.3497    6.3802    0.2681
SMD       665.00000   -8.5568    6.3973    0.3971
SMD       666.00000   -8.1979    6.3840    0.0348
SMD       667.00000   -8.5832    5.9351    0.3615
SMD       668.00000   -8.9479    5.8503    0.4590
SMD       669.00000   -8.0508    5.9409    0.8708
SMD       670.00000   -8.9398    6.4349    0.8249
SMD       671.00000   -8.5067    6.0463    0.9695
SMD       672.00000   -8.0526    6.0285    0.5262
SMD       673.00000   -9.0815    6.2001    0.6207
SMD       674.00000   -8.9992    5.4201   -0.0765
SMD       675.00000   -8.4619    5.6508    0.0240
SMD       676.00000   -8.3815    6.0069    0.5571
SMD       677.00000   -8.1691    5.7174    0.9874
SMD       678.00000   -8.0027    5.5393    0.0627
SMD       679.00000   -8.0047    6.1142    0.5852
SMD       680.00000   -8.5138    5.8584   -0.0838
SMD       681.00000   -8.3122    5.5356    0.2037
SMD       682.00000   -8.3807    5.6683    0.8120
SMD       683.00000   -8.6039    6.1255    0.1814
SMD       684.00000   -8.0081    5.9165    0.8815
SMD       685.00000   -8.0206    5.8916    0.5820
SMD       686.00000   -8.8430    6.3229    0.0617
SMD       687.00000   -8.4354    6.0203    1.0049
SMD       688.00000   -8.6198    5.8589    0.5370
SMD       689.00000   -9.2492    6.3046    0.8275
SMD       690.00000   -9.3882    6.1297    0.4325
SMD       691.00000   -8.6452    5.8349    0.9786
SMD       692.00000   -8.3666    6.5647    1.3216
SMD       693.00000   -8.7256    6.2894    0.6535
SMD       694.00000   -8.3102    6.3085    1.2389
SMD       695.00000   -8.2080    5.8368    0.3961
SMD       696.00000   -7.9411    6.3586    0.8017
SMD       697.00000   -7.9704    5.7131    0.2095
SMD       698.00000   -8.2131    6.0020    0.0229
SMD       699.00000   -8.1532    6.1676    0.4828
SMD       700.00000   -8.0940    6.1514    0.3831
SMD       701.00000   -8.3110    6.2555    0.9778
SMD       702.00000   -8.0472    5.9944    0.2021
SMD       703.00000   -8.6582    6.0297    0.2826
SMD       704.00000   -8.7223    6.3658    0.6437
SMD       705.00000   -8.4277    5.9150    0.6143
SMD       706.00000   -8.0506    6.0503    0.5462
SMD       707.00000   -7.8468    6.4837    0.4667
SMD       708.00000   -8.0628    6.4961    1.1081
SMD       709.00000   -8.5912    6.1598    0.9967
SMD       710.00000   -8.3093    6.3365    1.0819
SMD       711.00000   -8.3847    6.2689    0.7791
SMD       712.00000   -7.7665    6.3394    1.5124
SMD       713.00000   -8.0319    6.0168    0.6072
SMD       714.00000   -8.1007    6.2126    0.6792
SMD       715.00000   -8.1076    6.0034    0.7733
SMD       716.00000   -7.6078    6.1140    0.8263
SMD       717.00000   -8.3070    5.9726    0.5503
SMD       718.00000   -7.6834    5.7013    1.2146
SMD       719.00000   -8.4307    5.9214    0.4421
SMD       720.00000   -8.7288    5.6117    1.1768
SMD       721.00000   -8.1456    6.2765    0.8915
SMD       722.00000   -7.8039    5.7858    0.2768
SMD       723.00000   -8.0568    6.0004    0.9592
SMD       724.00000   -8.9652    5.9535    1.0018
SMD       725.00000   -8.1354    6.0811    1.2290
SMD       726.00000   -8.1474    6.2008    1.2690
SMD       727.00000   -8.4571    6.2017    1.0572
SMD       728.00000   -7.7373    5.7530    1.4051
SMD       729.00000   -8.4281    6.0720    1.2525
SMD       730.00000   -8.2531    6.1786    1.3375
SMD       731.00000   -8.0778    6.0236    0.8798
SMD       732.00000   -8.0172    6.3061    0.8343
SMD       733.00000   -8.0946    5.9724    0.8211
SMD       734.00000   -8.2979    6.3773    1.0185
SMD       735.00000   -8.3630    5.9679    0.7459
SMD       736.00000   -8.5210    6.1320    0.4546
SMD       737.00000   -8.2452    6.0935    0.8304
SMD       738.00000   -8.0744    6.2986    0.5477
SMD       739.00000   -8.1924    6.1989    0.5743
SMD       740.00000   -8.4206    6.4942    0.6106
SMD       741.00000   -7.9544    6.1679    0.5614
SMD       742.00000   -8.5135    6.4409    0.7303
SMD       743.00000   -8.1490    6.2512   -0.0941
SMD       744.00000   -8.3377    6.5046    1.0576
SMD       745.00000   -8.2724    6.4033    0.2110
SMD       746.00000   -7.8533    6.3177    0.8882
SMD       747.00000   -8.0076    5.9202    0.0779
SMD       748.00000   -8.3617    6.1917    1.0432
SMD       749.00000   -8.5447    6.2076    0.7458
SMD       750.00000   -8.3399    6.3253    0.8049
SMD       751.00000   -7.9247    6.4428    1.1443
SMD       752.00000   -7.7596    6.6893    0.8871
SMD       753.00000   -8.5451    6.8218    0.9954
SMD       754.00000   -7.9070    6.4358    0.6010
SMD       755.00000   -8.5702    6.6556    1.0820
SMD       756.00000   -8.0626    6.7370    1.0916
SMD       757.00000   -8.5598    6.3863    0.8464
SMD       758.00000   -8.4978    6.5138    0.3654
SMD       759.00000   -8.4601    6.8346    1.2016
SMD       760.00000   -8.3493    6.3181    1.1170
SMD       761.00000   -8.5497    6.8869    0.3657
SMD       762.00000   -8.2344    6.8492    1.0558
SMD       763.00000   -8.2967    6.0858    0.8868
SMD       764.00000   -8.0724    6.4002    0.2518
SMD       765.00000   -8.4518    6.9678    0.7351
SMD       766.00000   -8.1069    5.9638    0.3499
SMD       767.00000   -7.9429    6.9033    1.0867
SMD       768.00000   -8.0186    5.8483    0.5804
SMD       769.00000   -8.0211    6.3569    0.6087
SMD       770.00000   -8.4361    6.0797    0.0311
SMD       771.00000   -7.8915    6.3469    0.7025
SMD       772.00000   -8.0225    6.1152    0.3650
SMD       773.00000   -7.9879    5.9414    0.6353
SMD       774.00000   -9.0032    6.1922    0.1171
SMD       775.00000   -8.1772    6.1204    0.7956
SMD       776.00000   -8.8275    6.1805    0.7711
SMD       777.00000   -8.0671    6.3051    1.2112
SMD       778.00000   -8.3920    5.8912    0.7637
SMD       779.00000   -8.2730    5.8165    0.4474
SMD       780.00000   -8.4140    5.9962    1.2550
SMD       781.00000   -8.5063    5.4410    0.1664
SMD       782.00000   -8.4048    5.7627    0.3755
SMD       783.00000   -8.3596    5.8564    0.0213
SMD       784.00000   -8.4196    6.0542    0.3122
SMD       785.00000   -8.8701    5.8940    0.6060
SMD       786.00000   -8.6876    6.0568    0.0268
SMD       787.00000   -8.6680    5.7088    0.1999
SMD       788.00000   -8.3996    5.6557    0.1822
SMD       789.00000   -8.5206    5.6087    0.6560
SMD       790.00000   -8.8349    5.9424    1.0350
SMD       791.00000   -8.6497    5.5429    0.2341
SMD       792.00000   -8.6908    5.9063    0.6773
SMD       793.00000   -9.0882    5.9461    0.5497
SMD       794.00000   -8.5421    5.7256    0.8466
SMD       795.00000   -8.5735    5.8172    1.3146
SMD       796.00000   -8.6208    6.4176    1.5579
SMD       797.00000   -8.2115    6.4337    1.1871
SMD       798.00000   -8.5345    6.6648    0.9739
SMD       799.00000   -8.6768    6.5241    0.5976
SMD       800.00000   -8.5220    6.3780    0.7359
SMD       801.00000   -8.8521    6.4520    1.0286
SMD       802.00000   -8.5197    5.9669    0.5805
SMD       803.00000   -8.0368    6.1010    1.0278
SMD       804.00000   -8.2389    6.3080    1.1899
SMD       805.00000   -8.4611    6.1092    0.5405
SMD       806.00000   -8.5003    6.6056    0.6717
SMD       807.00000   -8.0678    6.1852    0.8820
SMD       808.00000   -8.5722    6.4469    1.2288
SMD       809.00000   -8.3264    6.1414    1.4359
SMD       810.00000   -8.6137    6.3206    0.8882
SMD       811.00000   -8.5791    6.3386    1.4762
SMD       812.00000   -8.7404    6.1859    1.2454
SMD       813.00000   -8.2065    6.2316    0.5702
SMD       814.00000   -8.4024    6.6034    0.7021
SMD       815.00000   -8.7447    6.7254    0.4321
SMD       816.00000   -7.7281    6.2678    0.6720
SMD       817.00000   -7.6887    6.6476    1.1829
SMD       818.00000   -8.9102    6.7445    0.7938
SMD       819.00000   -8.1028    6.7444    0.8953
SMD       820.00000   -8.3719    6.5124    1.3635
SMD       821.00000   -8.8937    6.4660    1.2489
SMD       822.00000   -8.5097    6.2961    1.0820
SMD       823.00000   -8.6175    5.8577    0.6366
SMD       824.00000   -8.6281    6.2529    0.9546
SMD       825.00000   -8.4049    6.2985    1.0950
SMD       826.00000   -8.8674    6.0263    1.1243
SMD       827.00000   -9.2968    5.9738    0.4780
SMD       828.00000   -9.4595    6.0251    0.6651
SMD       829.00000   -9.0467    6.6356    0.9629
SMD       830.00000   -8.4727    6.2032    1.1821
SMD       831.00000   -8.6730    6.3818    0.8059
SMD       832.00000   -8.8057    6.2446    1.4617
SMD       833.00000   -8.4053    6.1973    0.8694
SMD       834.00000   -8.7078    6.1415    1.1861
SMD       835.00000   -8.1489    6.1226    1.0981
SMD       836.00000   -8.4329    6.0915    1.3331
SMD       837.00000   -8.0036    5.9796    1.1259
SMD       838.00000   -8.2019    5.8844    0.2892
SMD       839.00000   -8.4098    5.9915    1.2139
SMD       840.00000   -8.5036    6.2399    0.9780
SMD       841.00000   -8.4583    5.8728    0.8808
SMD       842.00000   -8.1689    5.7915    1.0078
SMD       843.00000   -8.4115    5.6894    0.9032
SMD       844.00000   -8.0046    6.0003    0.8693
SMD       845.00000   -8.1892    6.0299    1.0101
SMD       846.00000   -8.3461    6.0246    0.9624
SMD       847.00000   -8.6255    5.9710    0.5585
SMD       848.00000   -8.1651    5.4382    0.3980
SMD       849.00000   -8.1088    5.7898    0.6885
SMD       850.00000   -8.3879    5.9811    0.6226
SMD       851.00000   -8.2077    6.1230    1.0378
SMD       852.00000   -8.4468    6.4632    1.0368
SMD       853.00000   -8.7079    6.0034    0.9379
SMD       854.00000   -8.4163    6.1429    1.4435
SMD       855.00000   -7.5672    5.8630    1.3671
SMD       856.00000   -8.1452    6.2208    1.0379
SMD       857.00000   -8.5346    6.0052    1.4640
SMD       858.00000   -8.0130    6.5875    1.5355
SMD       859.00000   -8.1688    6.1078    1.8741
SMD       860.00000   -8.4127    6.1446    1.2686
SMD       861.00000   -8.5110    5.9743    1.0591
SMD       862.00000   -8.3352    6.1571    1.7851
SMD       863.00000   -8.3555    5.6876    1.1341
SMD       864.00000   -7.4943    6.1279    1.4293
SMD       865.00000   -8.2565    6.2400    1.5681
SMD       866.00000   -8.4281    6.0995    1.2885
SMD       867.00000   -8.5890    5.7917    1.1761
SMD       868.00000   -8.7850    5.9241    0.8968
SMD       869.00000   -8.7279    5.9976    1.1583
SMD       870.00000   -8.8756    5.9926    1.1260
SMD       871.00000   -8.8119    6.3157    1.4751
SMD       872.00000   -8.6901    5.8626    1.0284
SMD       873.00000   -8.9647    6.1201    1.3414
SMD       874.00000   -8.5058    5.5564    1.1065
SMD       875.00000   -8.0990    5.7010    1.0058
SMD       876.00000   -8.0909    5.4451    0.6958
SMD       877.00000   -8.2817    5.3068    0.9833
SMD       878.00000   -9.1034    5.9522    1.3827
SMD       879.00000   -8.3357    6.1771    1.6922
SMD       880.00000   -8.7462    5.6950    0.8756
SMD       881.00000   -8.4055    5.8496    1.1709
SMD       882.00000   -8.1842    6.0188    0.8895
SMD       883.00000   -8.6957    5.6931    0.9487
SMD       884.00000   -8.8072    5.7015    1.3468
SMD       885.00000   -8.4412    5.8377    0.6356
SMD       886.00000   -8.9328    6.2313    1.0345
SMD       887.00000   -8.8903    6.1438    0.7933
SMD       888.00000   -9.1587    5.8105    0.8048
SMD       889.00000   -9.1765    5.8960    0.7604
SMD       890.00000   -8.8020    6.1629    1.2638
SMD       891.00000   -9.2771    6.0920    0.1947
SMD       892.00000   -8.9030    6.0982    0.8632
SMD       893.00000   -8.3722    5.9934    0.5500
SMD       894.00000   -8.7464    6.0701    0.7192
SMD       895.00000   -8.6098    6.6830    1.1709
SMD       896.00000   -8.4206    5.9388    0.9720
SMD       897.00000   -8.6868    6.7767    1.1511
SMD       898.00000   -8.8640    6.1457    0.8016
SMD       899.00000   -8.2365    6.6185    1.5880
SMD       900.00000   -8.1959    6.0527    1.1663
SMD       901.00000   -8.7890    6.0333    0.7199
SMD       902.00000   -8.6871    6.0830    0.4318
SMD       903.00000   -8.7757    5.8331    0.8899
SMD       904.00000   -8.7295    6.2566    1.1486
SMD       905.00000   -8.2847    6.5986    1.4241
SMD       906.00000   -8.0040    6.6533    0.9448
SMD       907.00000   -8.1778    6.4652    0.2714
SMD       908.00000   -7.9751    5.9785    0.5011
SMD       909.00000   -8.8189    6.5389    0.6334
SMD       910.00000   -8.8387    6.6687    0.9236
SMD       911.00000   -8.1392    6.7119    1.1295
SMD       912.00000   -8.5545    6.2169    0.4692
SMD       913.00000   -8.3059    6.2708    0.1210
SMD       914.00000   -8.0926    6.2840    0.4198
SMD       915.00000   -7.7016    6.6611    1.0171
SMD       916.00000   -8.2302    6.2532    0.9940
SMD       917.00000   -8.6633    6.2205    0.9951
SMD       918.00000   -8.2871    6.4823    0.9062
SMD       919.00000   -8.0658    6.0982    1.0544
SMD       920.00000   -8.3325    6.4433    1.1490
SMD       921.00000   -8.5202    6.1046    0.6451
SMD       922.00000   -7.8644    6.5602    0.7207
SMD       923.00000   -7.8735    6.5700    0.6348
SMD       924.00000   -8.5633    6.2899    0.7097
SMD       925.00000   -8.9260    6.2712    0.7874
SMD       926.00000   -7.8618    6.4697    1.3670
SMD       927.00000   -8.1781    6.1415    0.8471
SMD       928.00000   -8.7987    6.2198    0.9371
SMD       929.00000   -8.4057    6.4884    1.2116
SMD       930.00000   -8.6948    6.5082    1.5217
SMD       931.00000   -8.3519    5.9218    1.2402
SMD       932.00000   -8.4395    6.4959    1.0742
SMD       933.00000   -8.4084    6.5431    0.9657
SMD       934.00000   -8.3633    6.1870    0.8324
SMD       935.00000   -8.4188    6.5595    1.2997
SMD       936.00000   -8.6176    5.7747    0.8070
SMD       937.00000   -8.4314    6.2553    1.2568
SMD       938.00000   -9.2394    6.0040    0.9326
SMD       939.00000   -8.5504    6.2506    0.8736
SMD       940.00000   -9.4160    6.2872    0.6281
SMD       941.00000   -8.8317    6.4508    1.2766
SMD       942.00000   -8.7936    6.5956    1.1475
SMD       943.00000   -8.9311    6.3170    1.0319
SMD       944.00000   -8.3964    5.8891    0.9299
SMD       945.00000   -9.0587    6.0305    0.6444
SMD       946.00000   -8.2453    6.1807    0.8206
SMD       947.00000   -8.9520    6.1736    1.2071
SMD       948.00000   -9.3872    6.1198    1.4711
SMD       949.00000   -8.7291    5.8974    0.7032
SMD       950.00000   -9.2348    6.0765    1.4789
SMD       951.00000   -8.8167    5.7851    1.3269
SMD       952.00000   -8.3610    5.7468    0.7762
SMD       953.00000   -8.0572    5.6683    1.2366
SMD       954.00000   -8.2037    5.7976    1.5524
SMD       955.00000   -8.8680    6.0807    0.9937
SMD       956.00000   -8.8587    5.7610    1.1118
SMD       957.00000   -9.1076    6.0763    0.7192
SMD       958.00000   -8.8143    5.9410    1.3151
SMD       959.00000   -9.0971    5.8110    1.0885
SMD       960.00000   -8.8542    6.2641    1.7038
SMD       961.00000   -9.3414    5.7961    1.2549
SMD       962.00000   -8.4840    5.8838    0.8350
SMD       963.00000   -8.7200    6.0336    1.1496
SMD       964.00000   -9.0829    5.8876    1.8348
SMD       965.00000   -9.0351    5.6603    0.7710
SMD       966.00000   -9.3518    5.6736    1.5707
